Site,Year,Day,Month,Hour,Minutes,Value,Prediction,Band,NO_Threshold,City_London_Site
CT3,2019,16,7,11,0,7.2,8.0,Low,0-200,Sir John Cass School
CT3,2019,16,7,12,0,7.5,8.0,Low,0-200,Sir John Cass School
CT3,2019,16,7,17,0,1.3,2.0,Low,0-200,Sir John Cass School
CT3,2019,16,7,18,30,2.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,16,7,19,0,1.8,1.0,Low,0-200,Sir John Cass School
CT3,2019,16,7,22,0,0.8,2.0,Low,0-200,Sir John Cass School
CT3,2019,16,7,22,30,0.6,1.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,0,30,0.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,2,0,0.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,7,30,13.4,15.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,8,0,11.3,15.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,9,0,9.1,7.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,9,30,4.7,9.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,10,0,3.1,6.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,11,30,3.4,3.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,14,0,2.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,14,30,1.1,1.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,15,0,2.6,1.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,15,30,1.9,2.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,16,0,1.6,2.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,17,0,1.3,1.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,17,30,0.5,1.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,18,0,0.7,1.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,19,0,0.7,0.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,21,0,0.1,1.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,22,0,0.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,22,30,0.5,1.0,Low,0-200,Sir John Cass School
CT3,2019,17,7,23,0,0.0,-0.0,Low,0-200,Sir John Cass School
CT3,2019,18,7,3,0,0.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,18,7,4,30,0.1,2.0,Low,0-200,Sir John Cass School
CT3,2019,18,7,8,0,17.2,19.0,Low,0-200,Sir John Cass School
CT3,2019,18,7,8,30,14.3,20.0,Low,0-200,Sir John Cass School
CT3,2019,18,7,9,0,14.4,15.0,Low,0-200,Sir John Cass School
CT3,2019,18,7,11,30,10.6,9.0,Low,0-200,Sir John Cass School
CT3,2019,18,7,13,30,5.7,7.0,Low,0-200,Sir John Cass School
CT3,2019,18,7,17,30,3.3,4.0,Low,0-200,Sir John Cass School
CT3,2019,18,7,18,30,4.3,4.0,Low,0-200,Sir John Cass School
CT3,2019,18,7,19,30,2.7,2.0,Low,0-200,Sir John Cass School
CT3,2019,18,7,20,0,2.0,2.0,Low,0-200,Sir John Cass School
CT3,2019,18,7,20,30,0.9,1.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,0,0,1.1,1.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,2,0,1.1,2.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,4,0,1.5,2.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,5,30,4.0,3.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,6,30,14.8,14.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,7,30,15.9,20.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,8,0,16.5,18.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,9,30,9.5,14.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,12,0,15.2,16.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,14,30,12.4,7.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,15,0,13.3,9.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,16,0,16.7,13.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,16,30,15.8,15.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,17,30,20.1,15.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,20,30,16.3,12.0,Low,0-200,Sir John Cass School
CT3,2019,19,7,21,0,18.5,14.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,0,0,10.5,4.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,4,0,6.4,2.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,5,30,6.6,11.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,6,0,9.0,10.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,7,0,6.5,24.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,9,0,6.6,4.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,9,30,7.9,5.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,10,30,5.2,8.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,11,0,4.7,5.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,14,0,2.2,2.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,15,0,2.6,1.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,15,30,3.7,2.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,16,30,1.8,2.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,17,0,1.7,1.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,18,30,1.9,1.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,21,0,1.5,1.0,Low,0-200,Sir John Cass School
CT3,2019,20,7,21,30,1.9,1.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,2,30,1.5,2.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,3,30,1.1,2.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,4,0,1.2,2.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,5,0,3.3,3.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,5,30,14.6,5.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,6,30,10.6,14.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,8,0,6.4,6.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,8,30,8.2,7.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,9,0,2.8,7.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,9,30,3.5,4.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,10,0,4.0,3.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,10,30,1.9,3.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,11,0,1.2,2.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,12,0,5.2,2.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,13,0,1.5,5.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,14,0,5.0,3.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,18,0,6.1,1.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,18,30,5.0,5.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,20,0,9.0,1.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,20,30,8.6,6.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,21,0,10.2,8.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,21,30,8.7,9.0,Low,0-200,Sir John Cass School
CT3,2019,21,7,22,0,1.7,8.0,Low,0-200,Sir John Cass School
CT3,2019,22,7,2,30,0.6,1.0,Low,0-200,Sir John Cass School
CT3,2019,22,7,3,30,0.6,1.0,Low,0-200,Sir John Cass School
CT3,2019,22,7,6,0,4.0,5.0,Low,0-200,Sir John Cass School
CT3,2019,22,7,12,0,9.5,6.0,Low,0-200,Sir John Cass School
CT3,2019,22,7,12,30,8.6,9.0,Low,0-200,Sir John Cass School
CT3,2019,22,7,17,0,2.8,4.0,Low,0-200,Sir John Cass School
CT3,2019,22,7,18,30,6.1,3.0,Low,0-200,Sir John Cass School
CT3,2019,22,7,19,30,3.3,2.0,Low,0-200,Sir John Cass School
CT3,2019,22,7,21,0,2.5,2.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,0,0,1.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,2,0,1.3,1.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,2,30,2.1,1.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,5,30,23.7,25.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,6,0,36.5,31.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,6,30,38.9,40.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,10,0,5.0,8.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,17,30,2.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,18,0,1.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,18,30,1.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,20,0,0.9,0.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,22,0,1.1,1.0,Low,0-200,Sir John Cass School
CT3,2019,23,7,23,30,0.2,-0.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,0,30,0.3,1.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,2,0,0.7,3.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,4,0,0.4,2.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,4,30,2.0,2.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,5,0,1.0,3.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,6,30,4.0,4.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,8,0,10.6,11.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,9,0,4.3,9.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,10,30,3.2,5.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,12,0,3.1,3.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,12,30,2.1,3.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,14,30,2.5,3.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,15,0,4.3,3.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,16,0,3.8,2.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,17,30,4.7,1.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,19,0,0.9,1.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,20,0,0.9,1.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,21,0,3.1,5.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,21,30,7.9,3.0,Low,0-200,Sir John Cass School
CT3,2019,24,7,22,0,3.5,5.0,Low,0-200,Sir John Cass School
CT3,2019,25,7,3,30,12.8,10.0,Low,0-200,Sir John Cass School
CT3,2019,25,7,4,0,4.7,14.0,Low,0-200,Sir John Cass School
CT3,2019,25,7,4,30,9.3,8.0,Low,0-200,Sir John Cass School
CT3,2019,25,7,8,0,21.5,29.0,Low,0-200,Sir John Cass School
CT3,2019,25,7,8,30,8.8,23.0,Low,0-200,Sir John Cass School
CT3,2019,25,7,9,0,18.0,13.0,Low,0-200,Sir John Cass School
CT3,2019,25,7,11,30,1.8,1.0,Low,0-200,Sir John Cass School
CT3,2019,25,7,15,0,0.7,1.0,Low,0-200,Sir John Cass School
CT3,2019,25,7,16,30,0.9,1.0,Low,0-200,Sir John Cass School
CT3,2019,25,7,18,0,1.7,1.0,Low,0-200,Sir John Cass School
CT3,2019,25,7,21,0,0.6,1.0,Low,0-200,Sir John Cass School
CT3,2019,25,7,23,30,0.6,-0.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,0,30,0.7,1.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,2,0,1.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,4,30,0.5,2.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,5,30,1.6,3.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,6,30,2.5,4.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,8,0,10.9,5.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,8,30,17.2,11.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,9,0,11.0,15.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,9,30,12.5,13.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,11,0,33.3,18.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,14,0,13.2,16.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,14,30,6.2,14.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,18,30,2.0,4.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,19,0,1.4,2.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,22,0,1.3,1.0,Low,0-200,Sir John Cass School
CT3,2019,26,7,23,0,1.3,-0.0,Low,0-200,Sir John Cass School
CT3,2019,27,7,1,30,1.0,1.0,Low,0-200,Sir John Cass School
CT3,2019,27,7,6,0,0.5,3.0,Low,0-200,Sir John Cass School
CT3,2019,27,7,7,0,0.6,3.0,Low,0-200,Sir John Cass School
CT3,2019,27,7,10,30,6.9,7.0,Low,0-200,Sir John Cass School
CT3,2019,27,7,11,0,7.2,7.0,Low,0-200,Sir John Cass School
CT3,2019,27,7,12,0,5.8,8.0,Low,0-200,Sir John Cass School
CT3,2019,27,7,14,30,3.1,7.0,Low,0-200,Sir John Cass School
CT3,2019,27,7,18,30,4.2,5.0,Low,0-200,Sir John Cass School
CT3,2019,27,7,22,0,3.4,4.0,Low,0-200,Sir John Cass School
CT3,2019,27,7,23,0,1.7,1.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,1,30,1.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,3,0,1.7,1.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,3,30,0.6,2.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,4,0,0.9,2.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,6,0,2.0,4.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,6,30,1.4,3.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,7,0,2.7,3.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,8,0,4.6,4.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,8,30,3.8,5.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,9,0,4.3,4.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,9,30,2.4,3.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,12,0,2.4,2.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,13,0,2.1,2.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,13,30,3.5,1.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,15,0,3.6,1.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,17,0,2.0,1.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,18,0,1.3,1.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,19,30,1.2,0.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,21,0,0.8,1.0,Low,0-200,Sir John Cass School
CT3,2019,28,7,23,0,0.8,-0.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,0,0,0.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,0,30,0.8,1.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,3,30,0.6,1.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,8,0,11.6,11.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,11,0,6.9,7.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,13,0,3.4,5.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,13,30,3.6,3.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,15,30,2.8,2.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,17,0,3.5,3.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,18,0,1.5,3.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,18,30,0.5,1.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,19,0,0.9,0.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,20,0,0.9,0.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,21,0,0.6,1.0,Low,0-200,Sir John Cass School
CT3,2019,29,7,22,0,0.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,0,0,0.6,1.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,0,30,0.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,2,0,0.1,1.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,2,30,-0.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,6,0,2.6,5.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,9,30,2.4,3.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,10,0,2.4,3.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,11,30,2.7,5.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,13,30,4.1,6.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,17,0,4.6,6.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,20,0,1.1,1.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,21,30,1.5,1.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,22,30,1.1,1.0,Low,0-200,Sir John Cass School
CT3,2019,30,7,23,30,0.4,-0.0,Low,0-200,Sir John Cass School
CT3,2019,31,7,0,30,0.8,1.0,Low,0-200,Sir John Cass School
CT3,2019,31,7,1,30,0.5,1.0,Low,0-200,Sir John Cass School
CT3,2019,31,7,3,30,1.1,1.0,Low,0-200,Sir John Cass School
CT3,2019,31,7,8,0,9.2,6.0,Low,0-200,Sir John Cass School
CT3,2019,31,7,10,0,10.1,7.0,Low,0-200,Sir John Cass School
CT3,2019,31,7,11,30,3.4,5.0,Low,0-200,Sir John Cass School
CT3,2019,31,7,12,0,4.5,3.0,Low,0-200,Sir John Cass School
CT3,2019,31,7,12,30,2.8,4.0,Low,0-200,Sir John Cass School
CT3,2019,31,7,14,30,2.6,2.0,Low,0-200,Sir John Cass School
CT3,2019,31,7,15,0,2.4,2.0,Low,0-200,Sir John Cass School
CT3,2019,31,7,15,30,4.1,2.0,Low,0-200,Sir John Cass School
CT3,2019,31,7,18,30,2.8,1.0,Low,0-200,Sir John Cass School
CT3,2019,2,8,7,0,6.5,7.0,Low,0-200,Sir John Cass School
CT3,2019,2,8,7,30,14.4,7.0,Low,0-200,Sir John Cass School
CT3,2019,2,8,9,30,3.9,8.0,Low,0-200,Sir John Cass School
CT3,2019,2,8,10,30,4.5,6.0,Low,0-200,Sir John Cass School
CT3,2019,2,8,11,30,5.2,6.0,Low,0-200,Sir John Cass School
CT3,2019,2,8,12,0,4.8,5.0,Low,0-200,Sir John Cass School
CT3,2019,2,8,14,30,15.9,6.0,Low,0-200,Sir John Cass School
CT3,2019,2,8,15,30,5.3,6.0,Low,0-200,Sir John Cass School
CT3,2019,2,8,18,0,4.8,3.0,Low,0-200,Sir John Cass School
CT3,2019,2,8,19,30,2.5,2.0,Low,0-200,Sir John Cass School
CT3,2019,2,8,22,0,2.2,2.0,Low,0-200,Sir John Cass School
CT3,2019,2,8,23,0,1.3,0.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,0,0,1.8,1.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,0,30,0.6,1.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,1,30,1.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,4,30,1.9,2.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,5,0,2.8,4.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,5,30,3.9,4.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,6,30,4.9,8.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,7,30,9.5,9.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,8,0,8.7,10.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,8,30,7.3,9.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,10,0,5.4,6.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,13,0,2.3,3.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,16,0,0.8,1.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,19,0,0.9,0.0,Low,0-200,Sir John Cass School
CT3,2019,3,8,20,0,4.3,0.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,4,30,3.1,2.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,5,30,6.2,7.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,6,30,3.5,8.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,7,0,3.1,5.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,9,30,3.3,3.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,10,0,4.2,3.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,11,30,1.1,1.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,12,0,1.0,1.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,13,0,2.7,1.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,14,0,1.9,2.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,15,0,1.5,2.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,19,0,5.8,4.0,Low,0-200,Sir John Cass School
CT3,2019,4,8,22,30,1.3,1.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,2,0,1.3,1.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,3,0,0.8,1.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,6,30,8.9,9.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,9,30,10.3,8.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,13,0,3.6,7.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,13,30,4.0,4.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,14,30,2.9,6.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,15,30,3.2,3.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,16,30,2.5,2.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,18,0,1.7,2.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,19,30,1.3,1.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,20,0,1.4,0.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,22,30,1.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,5,8,23,30,1.2,-0.0,Low,0-200,Sir John Cass School
CT3,2019,6,8,0,0,1.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,6,8,2,0,0.9,1.0,Low,0-200,Sir John Cass School
CT3,2019,6,8,3,0,1.1,1.0,Low,0-200,Sir John Cass School
CT3,2019,6,8,3,30,1.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,6,8,4,0,1.3,1.0,Low,0-200,Sir John Cass School
CT3,2019,6,8,5,0,2.4,4.0,Low,0-200,Sir John Cass School
CT3,2019,6,8,6,0,8.2,11.0,Low,0-200,Sir John Cass School
CT3,2019,6,8,7,30,6.0,8.0,Low,0-200,Sir John Cass School
CT3,2019,6,8,10,30,8.1,7.0,Low,0-200,Sir John Cass School
CT3,2019,6,8,15,0,4.8,5.0,Low,0-200,Sir John Cass School
CT3,2019,6,8,19,30,2.0,1.0,Low,0-200,Sir John Cass School
CT3,2019,6,8,22,30,0.9,2.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,1,30,1.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,2,0,1.2,1.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,4,30,2.1,2.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,5,0,2.7,3.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,6,0,5.2,6.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,6,30,4.6,7.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,7,0,5.3,6.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,11,30,5.6,5.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,12,30,4.1,3.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,15,30,3.4,6.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,18,30,2.3,3.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,21,0,2.5,3.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,22,0,1.2,2.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,22,30,1.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,7,8,23,0,1.4,-0.0,Low,0-200,Sir John Cass School
CT3,2019,8,8,1,30,2.1,3.0,Low,0-200,Sir John Cass School
CT3,2019,8,8,3,0,1.8,1.0,Low,0-200,Sir John Cass School
CT3,2019,8,8,6,0,5.9,7.0,Low,0-200,Sir John Cass School
CT3,2019,8,8,8,30,7.4,18.0,Low,0-200,Sir John Cass School
CT3,2019,8,8,12,30,5.7,5.0,Low,0-200,Sir John Cass School
CT3,2019,8,8,13,30,6.4,6.0,Low,0-200,Sir John Cass School
CT3,2019,8,8,14,30,5.9,6.0,Low,0-200,Sir John Cass School
CT3,2019,8,8,16,30,7.7,3.0,Low,0-200,Sir John Cass School
CT3,2019,8,8,23,30,1.9,0.0,Low,0-200,Sir John Cass School
CT3,2019,9,8,0,0,1.5,1.0,Low,0-200,Sir John Cass School
CT3,2019,9,8,1,30,1.7,1.0,Low,0-200,Sir John Cass School
CT3,2019,9,8,4,0,2.0,1.0,Low,0-200,Sir John Cass School
CT3,2019,9,8,7,0,3.4,5.0,Low,0-200,Sir John Cass School
CT3,2019,9,8,10,30,3.4,5.0,Low,0-200,Sir John Cass School
CT3,2019,9,8,11,0,4.2,3.0,Low,0-200,Sir John Cass School
CT3,2019,9,8,14,30,5.2,6.0,Low,0-200,Sir John Cass School
CT3,2019,9,8,18,0,5.8,5.0,Low,0-200,Sir John Cass School
CT3,2019,9,8,19,0,5.1,4.0,Low,0-200,Sir John Cass School
CT3,2019,9,8,20,30,3.9,4.0,Low,0-200,Sir John Cass School
CT3,2019,9,8,22,0,4.3,6.0,Low,0-200,Sir John Cass School
CT3,2019,9,8,23,0,1.7,1.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,2,30,1.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,5,0,1.8,3.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,12,0,2.8,3.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,13,0,3.5,3.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,13,30,3.1,3.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,14,30,2.0,2.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,15,30,2.8,2.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,17,0,3.0,2.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,17,30,2.7,3.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,18,0,2.3,2.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,19,0,2.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,19,30,2.4,1.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,22,0,1.6,1.0,Low,0-200,Sir John Cass School
CT3,2019,10,8,23,0,1.9,0.0,Low,0-200,Sir John Cass School
CT3,2019,11,8,0,0,1.9,1.0,Low,0-200,Sir John Cass School
CT3,2019,11,8,1,30,1.8,1.0,Low,0-200,Sir John Cass School
CT3,2019,11,8,2,0,1.8,1.0,Low,0-200,Sir John Cass School
CT3,2019,11,8,2,30,1.9,1.0,Low,0-200,Sir John Cass School
