Site,Year,Day,Month,Hour,Minutes,Value,Prediction,Band,PM10_Threshold,City_London_Site
CT3,2018,17,12,0,0,9.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,17,12,3,0,5.0,8.0,Low,0-50,Sir John Cass School
CT3,2018,17,12,7,30,5.0,6.0,Low,0-50,Sir John Cass School
CT3,2018,17,12,8,0,10.0,7.0,Low,0-50,Sir John Cass School
CT3,2018,17,12,9,0,19.0,11.0,Low,0-50,Sir John Cass School
CT3,2018,17,12,10,0,16.0,17.0,Low,0-50,Sir John Cass School
CT3,2018,17,12,11,30,17.0,18.0,Low,0-50,Sir John Cass School
CT3,2018,17,12,12,0,19.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,17,12,15,0,18.0,22.0,Low,0-50,Sir John Cass School
CT3,2018,17,12,18,30,40.0,37.0,Low,0-50,Sir John Cass School
CT3,2018,17,12,20,0,32.0,32.0,Low,0-50,Sir John Cass School
CT3,2018,17,12,20,30,32.0,31.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,0,30,38.0,37.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,1,0,28.0,36.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,5,0,23.0,22.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,8,30,15.0,16.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,9,0,15.0,16.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,10,30,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,11,0,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,12,30,16.0,16.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,13,0,19.0,16.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,14,0,17.0,18.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,14,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,15,30,20.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,17,0,16.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,17,30,16.0,16.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,18,30,16.0,16.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,19,0,13.0,16.0,Low,0-50,Sir John Cass School
CT3,2018,18,12,23,30,10.0,11.0,Low,0-50,Sir John Cass School
CT3,2018,19,12,2,30,14.0,13.0,Low,0-50,Sir John Cass School
CT3,2018,19,12,3,0,22.0,13.0,Low,0-50,Sir John Cass School
CT3,2018,19,12,6,0,13.0,24.0,Low,0-50,Sir John Cass School
CT3,2018,19,12,7,0,3.0,16.0,Low,0-50,Sir John Cass School
CT3,2018,19,12,16,30,12.0,13.0,Low,0-50,Sir John Cass School
CT3,2018,19,12,18,0,7.0,12.0,Low,0-50,Sir John Cass School
CT3,2018,19,12,18,30,7.0,8.0,Low,0-50,Sir John Cass School
CT3,2018,19,12,19,0,19.0,10.0,Low,0-50,Sir John Cass School
CT3,2018,19,12,20,0,15.0,17.0,Low,0-50,Sir John Cass School
CT3,2018,19,12,22,30,6.0,6.0,Low,0-50,Sir John Cass School
CT3,2018,20,12,0,0,10.0,9.0,Low,0-50,Sir John Cass School
CT3,2018,20,12,2,30,8.0,9.0,Low,0-50,Sir John Cass School
CT3,2018,21,12,12,0,36.0,10.0,Low,0-50,Sir John Cass School
CT3,2018,21,12,13,0,33.0,29.0,Low,0-50,Sir John Cass School
CT3,2018,21,12,13,30,33.0,30.0,Low,0-50,Sir John Cass School
CT3,2018,21,12,14,30,27.0,29.0,Low,0-50,Sir John Cass School
CT3,2018,21,12,15,30,31.0,31.0,Low,0-50,Sir John Cass School
CT3,2018,21,12,16,0,31.0,30.0,Low,0-50,Sir John Cass School
CT3,2018,21,12,19,0,32.0,30.0,Low,0-50,Sir John Cass School
CT3,2018,21,12,19,30,32.0,32.0,Low,0-50,Sir John Cass School
CT3,2018,21,12,22,30,41.0,37.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,1,0,13.0,18.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,2,30,22.0,20.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,3,30,7.0,6.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,4,0,8.0,9.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,8,0,23.0,27.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,8,30,23.0,25.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,9,30,25.0,25.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,10,0,22.0,26.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,10,30,22.0,24.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,11,0,21.0,22.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,12,0,23.0,21.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,12,30,23.0,23.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,13,0,23.0,22.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,14,30,20.0,20.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,16,30,19.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,17,0,14.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,19,30,20.0,20.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,20,30,24.0,24.0,Low,0-50,Sir John Cass School
CT3,2018,22,12,21,0,17.0,24.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,0,0,20.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,1,30,24.0,23.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,2,0,17.0,22.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,2,30,17.0,18.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,6,0,16.0,22.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,8,0,9.0,16.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,9,30,11.0,12.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,12,30,7.0,8.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,13,0,9.0,10.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,15,0,10.0,11.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,15,30,10.0,10.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,18,0,6.0,15.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,19,0,10.0,9.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,20,0,14.0,11.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,20,30,14.0,13.0,Low,0-50,Sir John Cass School
CT3,2018,23,12,21,30,7.0,8.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,0,0,13.0,12.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,2,0,16.0,11.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,2,30,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,5,0,16.0,17.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,8,30,22.0,23.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,12,30,20.0,21.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,14,0,17.0,21.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,15,0,13.0,18.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,16,0,11.0,14.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,17,30,15.0,14.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,19,0,17.0,15.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,20,30,20.0,20.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,22,30,23.0,23.0,Low,0-50,Sir John Cass School
CT3,2018,24,12,23,0,25.0,23.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,1,0,16.0,25.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,3,30,32.0,30.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,6,0,17.0,18.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,6,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,7,30,20.0,20.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,9,30,11.0,11.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,10,0,19.0,12.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,12,0,22.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,14,0,17.0,18.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,15,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,16,0,16.0,17.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,16,30,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,17,0,20.0,16.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,17,30,20.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,19,0,15.0,18.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,19,30,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,21,30,18.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,25,12,23,0,25.0,20.0,Low,0-50,Sir John Cass School
CT3,2018,26,12,1,0,28.0,24.0,Low,0-50,Sir John Cass School
CT3,2018,26,12,1,30,28.0,27.0,Low,0-50,Sir John Cass School
CT3,2018,26,12,3,30,27.0,25.0,Low,0-50,Sir John Cass School
CT3,2018,26,12,4,0,12.0,25.0,Low,0-50,Sir John Cass School
CT3,2018,26,12,5,0,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2018,26,12,5,30,13.0,15.0,Low,0-50,Sir John Cass School
CT3,2018,26,12,8,30,20.0,21.0,Low,0-50,Sir John Cass School
CT3,2018,26,12,11,0,19.0,20.0,Low,0-50,Sir John Cass School
CT3,2018,26,12,17,30,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2018,26,12,18,30,13.0,14.0,Low,0-50,Sir John Cass School
CT3,2018,26,12,23,30,25.0,26.0,Low,0-50,Sir John Cass School
CT3,2018,27,12,0,0,18.0,24.0,Low,0-50,Sir John Cass School
CT3,2018,27,12,2,30,22.0,22.0,Low,0-50,Sir John Cass School
CT3,2018,27,12,7,0,31.0,27.0,Low,0-50,Sir John Cass School
CT3,2018,27,12,7,30,31.0,33.0,Low,0-50,Sir John Cass School
CT3,2018,27,12,8,30,30.0,31.0,Low,0-50,Sir John Cass School
CT3,2018,27,12,10,30,38.0,36.0,Low,0-50,Sir John Cass School
CT3,2018,27,12,11,30,46.0,42.0,Low,0-50,Sir John Cass School
CT3,2018,27,12,14,30,44.0,44.0,Low,0-50,Sir John Cass School
CT3,2018,27,12,16,0,44.0,41.0,Low,0-50,Sir John Cass School
CT3,2018,27,12,17,30,46.0,47.0,Low,0-50,Sir John Cass School
CT3,2018,27,12,22,0,44.0,48.0,Low,0-50,Sir John Cass School
CT3,2018,27,12,22,30,44.0,45.0,Low,0-50,Sir John Cass School
CT3,2018,28,12,0,0,45.0,43.0,Low,0-50,Sir John Cass School
CT3,2018,28,12,2,30,44.0,38.0,Low,0-50,Sir John Cass School
CT3,2018,28,12,6,30,34.0,34.0,Low,0-50,Sir John Cass School
CT3,2018,28,12,7,30,33.0,34.0,Low,0-50,Sir John Cass School
CT3,2018,28,12,8,30,40.0,40.0,Low,0-50,Sir John Cass School
CT3,2018,28,12,9,0,56.0,40.0,Low,0-50,Sir John Cass School
CT3,2018,28,12,11,0,29.0,33.0,Low,0-50,Sir John Cass School
CT3,2018,28,12,15,30,19.0,20.0,Low,0-50,Sir John Cass School
CT3,2018,28,12,19,0,26.0,24.0,Low,0-50,Sir John Cass School
CT3,2018,28,12,21,0,29.0,27.0,Low,0-50,Sir John Cass School
CT3,2018,28,12,21,30,29.0,29.0,Low,0-50,Sir John Cass School
CT3,2018,28,12,22,0,29.0,30.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,0,0,28.0,25.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,1,30,30.0,28.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,3,30,20.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,4,0,16.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,5,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,7,30,19.0,19.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,10,0,14.0,22.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,11,0,13.0,16.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,11,30,13.0,14.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,12,0,8.0,15.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,13,0,7.0,11.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,13,30,7.0,8.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,14,30,12.0,12.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,15,0,12.0,12.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,16,30,10.0,11.0,Low,0-50,Sir John Cass School
CT3,2018,29,12,19,0,15.0,17.0,Low,0-50,Sir John Cass School
CT3,2018,30,12,2,0,21.0,20.0,Low,0-50,Sir John Cass School
CT3,2018,30,12,5,30,14.0,15.0,Low,0-50,Sir John Cass School
CT3,2018,30,12,7,30,19.0,20.0,Low,0-50,Sir John Cass School
CT3,2018,30,12,10,0,6.0,15.0,Low,0-50,Sir John Cass School
CT3,2018,30,12,12,30,12.0,12.0,Low,0-50,Sir John Cass School
CT3,2018,30,12,13,0,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2018,30,12,13,30,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2018,30,12,16,0,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2018,30,12,20,0,11.0,14.0,Low,0-50,Sir John Cass School
CT3,2018,30,12,22,0,10.0,13.0,Low,0-50,Sir John Cass School
CT3,2018,30,12,23,30,7.0,8.0,Low,0-50,Sir John Cass School
CT3,2018,31,12,0,0,10.0,8.0,Low,0-50,Sir John Cass School
CT3,2018,31,12,1,30,10.0,9.0,Low,0-50,Sir John Cass School
CT3,2018,31,12,3,30,8.0,7.0,Low,0-50,Sir John Cass School
CT3,2018,31,12,9,30,9.0,9.0,Low,0-50,Sir John Cass School
CT3,2018,31,12,10,30,6.0,7.0,Low,0-50,Sir John Cass School
CT3,2018,31,12,11,30,6.0,6.0,Low,0-50,Sir John Cass School
CT3,2018,31,12,12,0,8.0,7.0,Low,0-50,Sir John Cass School
CT3,2018,31,12,16,0,10.0,10.0,Low,0-50,Sir John Cass School
CT3,2018,31,12,17,0,13.0,11.0,Low,0-50,Sir John Cass School
CT3,2018,31,12,18,30,16.0,14.0,Low,0-50,Sir John Cass School
CT3,2018,31,12,19,30,15.0,14.0,Low,0-50,Sir John Cass School
CT3,2018,31,12,20,0,19.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,1,1,6,30,16.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,1,1,9,0,13.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,1,1,9,30,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,1,1,10,0,14.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,1,1,11,30,8.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,1,1,12,30,8.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,1,1,20,0,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,1,1,21,30,12.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,1,1,22,30,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,1,1,23,0,9.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,1,1,23,30,9.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,4,30,19.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,5,0,12.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,6,0,13.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,7,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,8,0,19.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,8,30,19.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,10,30,20.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,13,0,16.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,14,0,13.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,15,30,16.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,17,30,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,18,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,19,30,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,2,1,23,30,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,3,1,0,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,3,1,2,0,12.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,3,1,7,30,12.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,3,1,8,30,10.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,3,1,10,0,14.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,3,1,13,30,12.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,3,1,18,0,12.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,3,1,19,0,17.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,3,1,22,0,22.0,24.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,0,30,28.0,28.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,2,0,18.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,2,30,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,3,0,21.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,4,30,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,6,0,34.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,6,30,34.0,34.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,7,30,28.0,31.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,8,0,35.0,30.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,9,0,36.0,35.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,13,30,31.0,32.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,15,30,16.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,16,30,18.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,17,0,24.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,17,30,24.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,4,1,20,0,33.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,5,1,0,0,26.0,29.0,Low,0-50,Sir John Cass School
CT3,2019,5,1,3,0,25.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,5,1,4,0,15.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,5,1,4,30,15.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,5,1,5,0,20.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,5,1,10,0,25.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,5,1,12,0,19.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,5,1,12,30,19.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,5,1,14,0,19.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,5,1,16,0,18.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,5,1,23,0,21.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,1,0,21.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,2,0,20.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,2,30,20.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,3,30,15.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,5,0,18.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,6,0,23.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,13,30,20.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,16,30,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,17,0,22.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,19,0,25.0,24.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,19,30,25.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,22,0,29.0,28.0,Low,0-50,Sir John Cass School
CT3,2019,6,1,23,30,29.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,7,1,6,30,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,7,1,7,0,13.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,7,1,8,30,26.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,7,1,11,30,25.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,7,1,12,30,25.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,7,1,14,30,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,7,1,17,0,14.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,7,1,18,0,19.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,7,1,22,0,11.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,7,1,23,30,11.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,8,1,2,0,14.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,8,1,3,30,11.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,8,1,4,30,11.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,8,1,5,30,15.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,8,1,8,0,23.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,8,1,8,30,23.0,22.0,Low,0-50,Sir John Cass School
CT3,2019,8,1,10,0,46.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,8,1,12,30,29.0,36.0,Low,0-50,Sir John Cass School
CT3,2019,8,1,17,0,34.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,8,1,18,30,27.0,28.0,Low,0-50,Sir John Cass School
CT3,2019,8,1,19,30,34.0,34.0,Low,0-50,Sir John Cass School
CT3,2019,8,1,22,30,19.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,0,0,11.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,0,30,11.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,1,30,11.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,2,0,14.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,3,0,14.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,3,30,14.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,6,30,12.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,7,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,12,0,18.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,14,0,17.0,22.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,14,30,17.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,16,0,15.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,17,0,25.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,18,30,18.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,19,0,18.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,21,30,14.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,22,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,9,1,23,0,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,1,30,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,2,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,7,0,31.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,9,30,28.0,28.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,10,30,28.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,11,30,29.0,28.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,13,0,31.0,35.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,15,0,31.0,33.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,15,30,31.0,31.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,18,0,34.0,33.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,19,30,40.0,36.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,21,0,34.0,36.0,Low,0-50,Sir John Cass School
CT3,2019,10,1,22,30,30.0,30.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,0,0,19.0,24.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,1,0,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,3,30,15.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,5,30,20.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,6,30,19.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,7,30,24.0,24.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,8,0,30.0,24.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,9,0,25.0,30.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,10,30,26.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,11,0,26.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,11,30,26.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,14,30,31.0,31.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,17,0,26.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,18,0,22.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,18,30,22.0,22.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,20,30,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,11,1,22,0,17.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,1,30,8.0,8.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,4,0,9.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,4,30,9.0,8.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,7,0,10.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,7,30,10.0,10.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,10,30,8.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,12,0,13.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,13,30,15.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,14,30,7.0,8.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,16,0,10.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,16,30,10.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,18,0,9.0,10.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,19,0,5.0,10.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,20,0,15.0,7.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,22,0,10.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,22,30,10.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,12,1,23,0,9.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,13,1,0,0,12.0,10.0,Low,0-50,Sir John Cass School
CT3,2019,13,1,2,30,4.0,5.0,Low,0-50,Sir John Cass School
CT3,2019,13,1,4,0,7.0,5.0,Low,0-50,Sir John Cass School
CT3,2019,13,1,4,30,7.0,7.0,Low,0-50,Sir John Cass School
CT3,2019,13,1,5,30,8.0,8.0,Low,0-50,Sir John Cass School
