Site,Year,Day,Month,Hour,Minutes,Value,Prediction,Band,PM10_Threshold,City_London_Site
CT8,2019,28,10,21,0,17.0,18.0,Low,0-50,Upper Thames Street
CT8,2019,28,10,22,30,19.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,28,10,23,0,15.0,18.0,Low,0-50,Upper Thames Street
CT8,2019,29,10,3,0,9.0,16.0,Low,0-50,Upper Thames Street
CT8,2019,29,10,7,0,29.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,29,10,8,0,27.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,29,10,12,0,32.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,29,10,17,30,23.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,29,10,21,0,19.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,29,10,22,0,17.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,29,10,22,30,19.0,18.0,Low,0-50,Upper Thames Street
CT8,2019,29,10,23,30,17.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,1,0,19.0,16.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,2,0,17.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,2,30,25.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,3,0,32.0,23.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,5,0,23.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,10,30,29.0,35.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,12,0,36.0,35.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,14,0,27.0,31.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,16,0,25.0,31.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,16,30,27.0,27.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,17,0,34.0,27.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,17,30,32.0,32.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,18,30,30.0,32.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,19,30,30.0,32.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,20,30,33.0,32.0,Low,0-50,Upper Thames Street
CT8,2019,30,10,22,30,35.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,31,10,0,30,32.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,31,10,1,0,33.0,32.0,Low,0-50,Upper Thames Street
CT8,2019,31,10,3,30,36.0,31.0,Low,0-50,Upper Thames Street
CT8,2019,31,10,4,30,35.0,30.0,Low,0-50,Upper Thames Street
CT8,2019,31,10,7,30,50.0,49.0,Low,0-50,Upper Thames Street
CT8,2019,31,10,11,30,40.0,47.0,Low,0-50,Upper Thames Street
CT8,2019,31,10,12,0,47.0,41.0,Low,0-50,Upper Thames Street
CT8,2019,31,10,12,30,46.0,47.0,Low,0-50,Upper Thames Street
CT8,2019,31,10,13,0,47.0,46.0,Low,0-50,Upper Thames Street
CT8,2019,31,10,15,30,51.0,43.0,Low,0-50,Upper Thames Street
CT8,2019,31,10,18,0,47.0,49.0,Low,0-50,Upper Thames Street
CT8,2019,31,10,20,30,61.0,47.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,1,0,41.0,39.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,1,30,40.0,36.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,2,0,38.0,45.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,2,30,36.0,37.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,4,0,28.0,33.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,4,30,28.0,30.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,8,0,28.0,32.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,8,30,22.0,30.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,9,0,22.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,10,30,15.0,18.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,11,0,16.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,13,0,20.0,18.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,13,30,18.0,19.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,19,30,15.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,1,11,22,30,14.0,14.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,0,0,14.0,12.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,0,30,9.0,14.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,3,30,11.0,9.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,6,30,27.0,29.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,10,0,12.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,13,0,12.0,13.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,13,30,9.0,12.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,14,30,10.0,10.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,17,30,9.0,9.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,18,30,10.0,10.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,19,0,10.0,11.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,22,0,24.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,2,11,23,0,24.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,2,30,21.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,3,30,21.0,23.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,4,0,19.0,21.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,4,30,21.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,6,0,19.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,8,0,16.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,9,0,20.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,11,30,27.0,23.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,12,0,22.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,13,0,22.0,18.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,14,30,13.0,28.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,16,30,16.0,19.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,17,30,15.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,19,30,32.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,20,30,31.0,25.0,Low,0-50,Upper Thames Street
CT8,2019,3,11,23,30,11.0,9.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,0,30,13.0,11.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,2,30,14.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,3,0,17.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,5,30,17.0,16.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,6,30,18.0,18.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,7,0,17.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,8,0,20.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,10,0,69.0,30.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,10,30,83.0,46.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,12,30,74.0,38.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,15,0,49.0,32.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,18,30,49.0,48.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,21,0,32.0,31.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,22,0,37.0,36.0,Low,0-50,Upper Thames Street
CT8,2019,4,11,23,30,27.0,38.0,Low,0-50,Upper Thames Street
CT8,2019,5,11,8,30,24.0,28.0,Low,0-50,Upper Thames Street
CT8,2019,5,11,9,30,31.0,29.0,Low,0-50,Upper Thames Street
CT8,2019,5,11,12,0,29.0,25.0,Low,0-50,Upper Thames Street
CT8,2019,5,11,13,0,28.0,29.0,Low,0-50,Upper Thames Street
CT8,2019,5,11,18,30,23.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,5,11,23,30,20.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,6,11,1,0,29.0,23.0,Low,0-50,Upper Thames Street
CT8,2019,6,11,1,30,26.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,6,11,3,30,27.0,25.0,Low,0-50,Upper Thames Street
CT8,2019,6,11,7,0,45.0,42.0,Low,0-50,Upper Thames Street
CT8,2019,6,11,7,30,64.0,47.0,Low,0-50,Upper Thames Street
CT8,2019,6,11,15,30,42.0,37.0,Low,0-50,Upper Thames Street
CT8,2019,6,11,18,0,40.0,40.0,Low,0-50,Upper Thames Street
CT8,2019,6,11,19,30,26.0,32.0,Low,0-50,Upper Thames Street
CT8,2019,6,11,23,30,15.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,0,0,17.0,13.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,1,0,12.0,14.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,1,30,13.0,14.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,2,0,8.0,13.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,3,30,8.0,8.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,8,0,16.0,13.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,8,30,41.0,16.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,9,30,62.0,28.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,11,30,28.0,46.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,13,30,28.0,35.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,15,30,19.0,28.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,20,0,22.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,20,30,30.0,21.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,21,0,29.0,27.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,21,30,24.0,29.0,Low,0-50,Upper Thames Street
CT8,2019,7,11,22,30,23.0,29.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,0,0,19.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,0,30,20.0,19.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,2,30,36.0,21.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,3,0,27.0,29.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,4,30,19.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,6,0,27.0,29.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,10,30,21.0,31.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,12,30,45.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,14,30,34.0,18.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,16,30,18.0,25.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,17,30,33.0,23.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,20,30,12.0,11.0,Low,0-50,Upper Thames Street
CT8,2019,8,11,21,30,20.0,11.0,Low,0-50,Upper Thames Street
CT8,2019,9,11,0,30,16.0,18.0,Low,0-50,Upper Thames Street
CT8,2019,9,11,3,30,24.0,28.0,Low,0-50,Upper Thames Street
CT8,2019,9,11,6,0,29.0,37.0,Low,0-50,Upper Thames Street
CT8,2019,9,11,7,0,50.0,38.0,Low,0-50,Upper Thames Street
CT8,2019,9,11,11,30,26.0,46.0,Low,0-50,Upper Thames Street
CT8,2019,9,11,13,0,30.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,9,11,17,30,14.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,9,11,18,0,13.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,9,11,18,30,12.0,14.0,Low,0-50,Upper Thames Street
CT8,2019,9,11,21,0,15.0,14.0,Low,0-50,Upper Thames Street
CT8,2019,9,11,22,0,13.0,14.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,0,30,8.0,9.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,2,0,6.0,9.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,2,30,7.0,7.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,4,0,8.0,7.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,8,30,8.0,13.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,10,0,20.0,16.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,10,30,22.0,19.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,11,30,30.0,25.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,13,0,19.0,25.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,19,30,43.0,38.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,20,0,39.0,41.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,20,30,37.0,37.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,22,0,36.0,30.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,22,30,40.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,23,0,33.0,36.0,Low,0-50,Upper Thames Street
CT8,2019,10,11,23,30,31.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,1,0,25.0,28.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,1,30,21.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,2,0,15.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,3,30,13.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,5,30,15.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,7,0,6.0,12.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,9,30,35.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,10,0,56.0,21.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,13,0,43.0,30.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,14,30,37.0,36.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,17,30,32.0,33.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,19,0,29.0,33.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,21,30,23.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,22,30,21.0,23.0,Low,0-50,Upper Thames Street
CT8,2019,11,11,23,0,18.0,21.0,Low,0-50,Upper Thames Street
CT8,2019,12,11,0,0,17.0,14.0,Low,0-50,Upper Thames Street
CT8,2019,12,11,7,0,31.0,21.0,Low,0-50,Upper Thames Street
CT8,2019,12,11,7,30,26.0,29.0,Low,0-50,Upper Thames Street
CT8,2019,12,11,12,0,27.0,31.0,Low,0-50,Upper Thames Street
CT8,2019,12,11,14,30,15.0,19.0,Low,0-50,Upper Thames Street
CT8,2019,12,11,17,0,13.0,12.0,Low,0-50,Upper Thames Street
CT8,2019,12,11,18,30,27.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,12,11,19,0,40.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,12,11,20,0,71.0,43.0,Low,0-50,Upper Thames Street
CT8,2019,12,11,21,0,15.0,35.0,Low,0-50,Upper Thames Street
CT8,2019,12,11,21,30,15.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,12,11,23,30,13.0,21.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,0,0,12.0,13.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,1,30,12.0,8.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,2,0,13.0,10.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,3,0,6.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,4,30,24.0,12.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,5,0,17.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,6,30,20.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,11,0,40.0,45.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,12,30,51.0,46.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,13,30,51.0,38.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,18,0,42.0,50.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,19,0,36.0,42.0,Low,0-50,Upper Thames Street
CT8,2019,13,11,23,0,12.0,10.0,Low,0-50,Upper Thames Street
CT8,2019,14,11,0,0,13.0,11.0,Low,0-50,Upper Thames Street
CT8,2019,14,11,1,0,9.0,10.0,Low,0-50,Upper Thames Street
CT8,2019,14,11,2,30,0.0,5.0,Low,0-50,Upper Thames Street
CT8,2019,14,11,4,0,2.0,8.0,Low,0-50,Upper Thames Street
CT8,2019,14,11,5,0,4.0,3.0,Low,0-50,Upper Thames Street
CT8,2019,14,11,7,30,11.0,13.0,Low,0-50,Upper Thames Street
CT8,2019,14,11,8,0,11.0,12.0,Low,0-50,Upper Thames Street
CT8,2019,14,11,8,30,12.0,13.0,Low,0-50,Upper Thames Street
CT8,2019,14,11,9,30,63.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,14,11,16,0,37.0,36.0,Low,0-50,Upper Thames Street
CT8,2019,14,11,20,0,24.0,28.0,Low,0-50,Upper Thames Street
CT8,2019,14,11,23,30,19.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,0,0,23.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,2,0,13.0,16.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,2,30,10.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,3,0,15.0,12.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,4,0,13.0,13.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,6,0,37.0,21.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,7,0,13.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,8,30,15.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,11,30,46.0,43.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,12,0,74.0,48.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,13,30,58.0,45.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,14,0,50.0,48.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,14,30,46.0,45.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,16,30,16.0,35.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,19,0,13.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,22,30,20.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,15,11,23,30,26.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,0,30,20.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,3,30,15.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,6,0,12.0,14.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,6,30,17.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,7,0,15.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,8,0,14.0,16.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,8,30,16.0,16.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,9,30,28.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,11,0,37.0,30.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,12,0,63.0,38.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,13,0,36.0,44.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,14,0,33.0,50.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,15,30,40.0,25.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,16,0,27.0,36.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,17,0,32.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,18,30,33.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,19,0,37.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,16,11,22,0,27.0,32.0,Low,0-50,Upper Thames Street
CT8,2019,17,11,2,30,20.0,33.0,Low,0-50,Upper Thames Street
CT8,2019,17,11,4,30,31.0,30.0,Low,0-50,Upper Thames Street
CT8,2019,17,11,7,0,29.0,33.0,Low,0-50,Upper Thames Street
CT8,2019,17,11,9,30,32.0,31.0,Low,0-50,Upper Thames Street
CT8,2019,17,11,14,30,23.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,17,11,15,0,29.0,25.0,Low,0-50,Upper Thames Street
CT8,2019,17,11,16,0,29.0,28.0,Low,0-50,Upper Thames Street
CT8,2019,17,11,17,30,34.0,33.0,Low,0-50,Upper Thames Street
CT8,2019,17,11,18,0,36.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,17,11,18,30,33.0,33.0,Low,0-50,Upper Thames Street
CT8,2019,17,11,19,30,42.0,35.0,Low,0-50,Upper Thames Street
CT8,2019,17,11,21,30,30.0,28.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,1,0,6.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,3,0,10.0,10.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,3,30,11.0,10.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,4,0,10.0,12.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,5,30,16.0,13.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,8,0,16.0,16.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,9,0,14.0,15.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,14,0,24.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,17,0,23.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,18,0,23.0,18.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,19,0,32.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,20,0,27.0,23.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,22,30,22.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,18,11,23,30,34.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,19,11,0,30,36.0,31.0,Low,0-50,Upper Thames Street
CT8,2019,19,11,1,30,30.0,32.0,Low,0-50,Upper Thames Street
CT8,2019,19,11,3,0,27.0,36.0,Low,0-50,Upper Thames Street
CT8,2019,19,11,4,30,29.0,29.0,Low,0-50,Upper Thames Street
CT8,2019,19,11,5,30,40.0,43.0,Low,0-50,Upper Thames Street
CT8,2019,19,11,6,0,42.0,42.0,Low,0-50,Upper Thames Street
CT8,2019,19,11,16,0,51.0,45.0,Low,0-50,Upper Thames Street
CT8,2019,19,11,19,30,50.0,50.0,Low,0-50,Upper Thames Street
CT8,2019,19,11,21,30,47.0,42.0,Low,0-50,Upper Thames Street
CT8,2019,19,11,23,30,37.0,33.0,Low,0-50,Upper Thames Street
CT8,2019,20,11,1,30,14.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,20,11,6,30,35.0,25.0,Low,0-50,Upper Thames Street
CT8,2019,20,11,7,30,54.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,20,11,9,0,70.0,49.0,Low,0-50,Upper Thames Street
CT8,2019,20,11,14,30,45.0,36.0,Low,0-50,Upper Thames Street
CT8,2019,20,11,17,0,36.0,38.0,Low,0-50,Upper Thames Street
CT8,2019,20,11,19,30,39.0,37.0,Low,0-50,Upper Thames Street
CT8,2019,20,11,20,30,31.0,31.0,Low,0-50,Upper Thames Street
CT8,2019,20,11,22,0,33.0,31.0,Low,0-50,Upper Thames Street
CT8,2019,20,11,22,30,28.0,33.0,Low,0-50,Upper Thames Street
CT8,2019,21,11,4,0,22.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,21,11,5,30,27.0,29.0,Low,0-50,Upper Thames Street
CT8,2019,21,11,6,30,27.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,21,11,7,0,38.0,31.0,Low,0-50,Upper Thames Street
CT8,2019,21,11,18,30,41.0,38.0,Low,0-50,Upper Thames Street
CT8,2019,21,11,20,0,38.0,40.0,Low,0-50,Upper Thames Street
CT8,2019,21,11,20,30,38.0,38.0,Low,0-50,Upper Thames Street
CT8,2019,21,11,21,30,29.0,35.0,Low,0-50,Upper Thames Street
CT8,2019,21,11,22,0,29.0,30.0,Low,0-50,Upper Thames Street
CT8,2019,21,11,22,30,25.0,28.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,0,30,20.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,3,30,12.0,9.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,5,0,11.0,10.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,5,30,8.0,12.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,7,30,13.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,9,0,15.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,9,30,17.0,16.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,11,30,17.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,12,30,22.0,23.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,16,30,44.0,42.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,18,0,41.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,19,30,37.0,34.0,Low,0-50,Upper Thames Street
CT8,2019,22,11,23,30,29.0,27.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,0,30,22.0,23.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,1,0,23.0,21.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,3,0,12.0,17.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,5,30,9.0,13.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,7,0,16.0,13.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,10,0,18.0,19.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,11,0,22.0,20.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,11,30,18.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,12,0,23.0,19.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,12,30,20.0,23.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,13,30,19.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,15,30,18.0,16.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,20,0,31.0,32.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,20,30,30.0,31.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,21,30,26.0,33.0,Low,0-50,Upper Thames Street
CT8,2019,23,11,22,30,33.0,32.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,0,30,31.0,29.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,1,30,28.0,28.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,2,0,23.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,2,30,22.0,26.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,3,0,29.0,23.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,7,30,38.0,36.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,8,0,36.0,38.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,9,30,39.0,37.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,10,0,32.0,38.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,14,30,18.0,19.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,16,30,23.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,17,0,24.0,22.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,17,30,26.0,24.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,20,0,13.0,19.0,Low,0-50,Upper Thames Street
CT8,2019,24,11,21,0,15.0,14.0,Low,0-50,Upper Thames Street
